ClaimNo,AccidentDate,ReportDate,Line,Type,ClaimLiability,Limit,Deductible,TotalPayment,PaymentDate,CloseDate,Status,reportedCount,closedPaidCount,closedUnPaidCount,openCount,Paid,Outstanding,Incurred
171,2008-02-26,7/9/2010,Home,Dwelling,False,200000.0,20000,0.0,2010-10-20,10/20/2010,CLOSED,1,0,1,0,0.0,0,0.0
172,2008-02-12,1/24/2010,Home,Dwelling,True,200000.0,20000,180000.0,2010-07-25,7/25/2010,CLOSED,1,1,0,0,180000.0,0,180000.0
173,2008-02-14,4/6/2010,Home,Dwelling,False,200000.0,20000,0.0,2010-10-22,10/22/2010,CLOSED,1,0,1,0,0.0,0,0.0
174,2008-02-11,6/21/2010,Home,Dwelling,True,200000.0,20000,148886.2692,2010-11-23,11/23/2010,CLOSED,1,1,0,0,148886.2692,0,148886.2692
175,2008-02-10,4/8/2010,Home,Dwelling,True,200000.0,20000,50380.902839999995,2010-07-20,7/20/2010,CLOSED,1,1,0,0,50380.902839999995,0,50380.902839999995
176,2008-02-27,5/28/2010,Home,Dwelling,True,200000.0,20000,171256.1331,2010-11-10,11/10/2010,CLOSED,1,1,0,0,171256.1331,0,171256.1331
177,2008-02-20,9/3/2009,Home,Dwelling,True,300000.0,20000,253017.1026,2010-03-10,3/10/2010,CLOSED,1,1,0,0,253017.1026,0,253017.1026
178,2008-02-02,7/18/2010,Home,Dwelling,False,200000.0,20000,0.0,2011-02-01,2/1/2011,CLOSED,1,0,1,0,0.0,0,0.0
179,2008-02-11,6/30/2010,Home,Dwelling,False,300000.0,20000,0.0,2010-11-18,11/18/2010,CLOSED,1,0,1,0,0.0,0,0.0
180,2008-02-04,11/8/2009,Home,Dwelling,True,200000.0,20000,180000.0,2010-05-02,5/2/2010,CLOSED,1,1,0,0,180000.0,0,180000.0
181,2008-02-23,6/15/2010,Home,Dwelling,False,300000.0,20000,0.0,2010-11-13,11/13/2010,CLOSED,1,0,1,0,0.0,0,0.0
182,2008-02-13,9/10/2009,Home,Dwelling,True,300000.0,20000,280000.0,2010-04-17,4/17/2010,CLOSED,1,1,0,0,280000.0,0,280000.0
183,2008-02-25,12/30/2009,Home,Dwelling,True,300000.0,20000,212247.2567,2010-07-02,7/2/2010,CLOSED,1,1,0,0,212247.2567,0,212247.2567
184,2008-02-03,6/8/2010,Home,Dwelling,True,200000.0,20000,180000.0,2010-12-12,12/12/2010,CLOSED,1,1,0,0,180000.0,0,180000.0
185,2008-02-28,5/25/2010,Home,Dwelling,True,300000.0,20000,101078.5698,2010-10-15,10/15/2010,CLOSED,1,1,0,0,101078.5698,0,101078.5698
186,2008-02-14,6/22/2010,Home,Dwelling,True,300000.0,20000,183612.7384,2010-12-25,12/25/2010,CLOSED,1,1,0,0,183612.7384,0,183612.7384
187,2008-02-07,5/1/2010,Home,Dwelling,True,300000.0,20000,249717.4896,2010-11-09,11/9/2010,CLOSED,1,1,0,0,249717.4896,0,249717.4896
188,2008-02-07,5/12/2010,Home,Dwelling,False,200000.0,20000,0.0,2010-10-25,10/25/2010,CLOSED,1,0,1,0,0.0,0,0.0
189,2008-02-23,6/27/2010,Home,Dwelling,True,300000.0,20000,280000.0,2011-01-12,1/12/2011,CLOSED,1,1,0,0,280000.0,0,280000.0
190,2008-02-22,4/26/2010,Home,Dwelling,True,300000.0,20000,39545.13756,2010-08-10,8/10/2010,CLOSED,1,1,0,0,39545.13756,0,39545.13756
191,2008-02-06,9/14/2009,Home,Dwelling,True,300000.0,20000,105724.1662,2010-02-06,2/6/2010,CLOSED,1,1,0,0,105724.1662,0,105724.1662
192,2008-02-07,9/4/2009,Home,Dwelling,True,300000.0,20000,280000.0,2010-04-13,4/13/2010,CLOSED,1,1,0,0,280000.0,0,280000.0
193,2008-02-27,8/20/2009,Home,Dwelling,True,200000.0,20000,59633.53762,2009-12-03,12/3/2009,CLOSED,1,1,0,0,59633.53762,0,59633.53762
194,2008-02-03,8/3/2009,Home,Dwelling,True,300000.0,20000,87069.94492000001,2009-11-22,11/22/2009,CLOSED,1,1,0,0,87069.94492000001,0,87069.94492000001
195,2008-02-05,5/3/2010,Home,Dwelling,True,300000.0,20000,220407.454,2010-10-31,10/31/2010,CLOSED,1,1,0,0,220407.454,0,220407.454
196,2008-02-02,2/28/2010,Home,Dwelling,False,300000.0,20000,0.0,2010-08-06,8/6/2010,CLOSED,1,0,1,0,0.0,0,0.0
197,2008-02-02,10/9/2009,Home,Dwelling,True,300000.0,20000,280000.0,2010-04-30,4/30/2010,CLOSED,1,1,0,0,280000.0,0,280000.0
198,2008-02-04,8/21/2009,Home,Dwelling,True,300000.0,20000,280000.0,2010-03-19,3/19/2010,CLOSED,1,1,0,0,280000.0,0,280000.0
199,2008-02-26,12/6/2009,Home,Dwelling,False,200000.0,20000,0.0,2010-05-04,5/4/2010,CLOSED,1,0,1,0,0.0,0,0.0
200,2008-02-28,8/27/2010,Home,Dwelling,False,300000.0,20000,0.0,2011-03-06,3/6/2011,CLOSED,1,0,1,0,0.0,0,0.0
201,2008-02-06,2/17/2010,Home,Dwelling,True,300000.0,20000,279937.8203,2010-08-25,8/25/2010,CLOSED,1,1,0,0,279937.8203,0,279937.8203
202,2008-02-11,10/25/2009,Home,Dwelling,True,300000.0,20000,182749.5524,2010-04-19,4/19/2010,CLOSED,1,1,0,0,182749.5524,0,182749.5524
203,2008-02-11,2/20/2010,Home,Dwelling,False,300000.0,20000,0.0,2010-08-18,8/18/2010,CLOSED,1,0,1,0,0.0,0,0.0
204,2008-02-27,4/20/2010,Home,Dwelling,True,300000.0,20000,171400.5374,2010-10-08,10/8/2010,CLOSED,1,1,0,0,171400.5374,0,171400.5374
205,2008-02-26,5/18/2010,Home,Dwelling,False,300000.0,20000,0.0,2010-11-13,11/13/2010,CLOSED,1,0,1,0,0.0,0,0.0
206,2008-02-15,6/27/2010,Home,Dwelling,True,200000.0,20000,180000.0,2011-02-08,2/8/2011,CLOSED,1,1,0,0,180000.0,0,180000.0
207,2008-02-06,6/15/2010,Home,Dwelling,False,300000.0,20000,0.0,2011-01-09,1/9/2011,CLOSED,1,0,1,0,0.0,0,0.0
208,2008-02-19,8/13/2010,Home,Dwelling,True,200000.0,20000,99951.23946,2011-01-05,1/5/2011,CLOSED,1,1,0,0,99951.23946,0,99951.23946
209,2008-02-05,9/8/2009,Home,Dwelling,False,300000.0,20000,0.0,2010-03-09,3/9/2010,CLOSED,1,0,1,0,0.0,0,0.0
210,2008-02-13,6/14/2010,Home,Dwelling,False,300000.0,20000,0.0,2011-01-02,1/2/2011,CLOSED,1,0,1,0,0.0,0,0.0
211,2008-02-16,7/15/2010,Home,Dwelling,True,300000.0,20000,83400.08815,2010-11-24,11/24/2010,CLOSED,1,1,0,0,83400.08815,0,83400.08815
212,2008-03-19,4/11/2010,Home,Dwelling,True,300000.0,20000,280000.0,2010-10-22,10/22/2010,CLOSED,1,1,0,0,280000.0,0,280000.0
213,2008-03-10,4/29/2010,Home,Dwelling,True,300000.0,20000,261133.2957,2010-11-06,11/6/2010,CLOSED,1,1,0,0,261133.2957,0,261133.2957
214,2008-03-25,8/21/2010,Home,Dwelling,False,300000.0,20000,0.0,2011-02-17,2/17/2011,CLOSED,1,0,1,0,0.0,0,0.0
215,2008-03-23,7/1/2009,Home,Dwelling,False,300000.0,20000,0.0,2009-12-05,12/5/2009,CLOSED,1,0,1,0,0.0,0,0.0
216,2008-03-23,7/24/2010,Home,Dwelling,False,300000.0,20000,0.0,2011-01-11,1/11/2011,CLOSED,1,0,1,0,0.0,0,0.0
217,2008-03-06,4/17/2010,Home,Dwelling,True,200000.0,20000,50054.7808,2010-08-02,8/2/2010,CLOSED,1,1,0,0,50054.7808,0,50054.7808
218,2008-03-17,6/18/2010,Home,Dwelling,False,200000.0,20000,0.0,2010-10-18,10/18/2010,CLOSED,1,0,1,0,0.0,0,0.0
219,2008-03-01,9/12/2009,Home,Dwelling,True,300000.0,20000,251251.9653,2010-03-22,3/22/2010,CLOSED,1,1,0,0,251251.9653,0,251251.9653
220,2008-03-06,7/6/2010,Home,Dwelling,False,300000.0,20000,0.0,2010-12-12,12/12/2010,CLOSED,1,0,1,0,0.0,0,0.0
221,2008-03-23,12/4/2009,Home,Dwelling,True,200000.0,20000,177080.7275,2010-05-23,5/23/2010,CLOSED,1,1,0,0,177080.7275,0,177080.7275
222,2008-03-18,12/16/2009,Home,Dwelling,True,300000.0,20000,231661.8508,2010-06-17,6/17/2010,CLOSED,1,1,0,0,231661.8508,0,231661.8508
223,2008-03-23,1/17/2010,Home,Dwelling,True,300000.0,20000,129486.3933,2010-06-19,6/19/2010,CLOSED,1,1,0,0,129486.3933,0,129486.3933
224,2008-03-08,7/25/2010,Home,Dwelling,False,200000.0,20000,0.0,2011-02-10,2/10/2011,CLOSED,1,0,1,0,0.0,0,0.0
225,2008-03-26,9/3/2010,Home,Dwelling,False,300000.0,20000,0.0,2010-12-14,12/14/2010,CLOSED,1,0,1,0,0.0,0,0.0
226,2008-03-17,12/16/2009,Home,Dwelling,True,200000.0,20000,106903.5109,2010-05-11,5/11/2010,CLOSED,1,1,0,0,106903.5109,0,106903.5109
227,2008-03-16,3/25/2010,Home,Dwelling,True,300000.0,20000,65464.63024,2010-07-13,7/13/2010,CLOSED,1,1,0,0,65464.63024,0,65464.63024
228,2008-03-15,9/3/2009,Home,Dwelling,True,300000.0,20000,219509.1596,2010-03-04,3/4/2010,CLOSED,1,1,0,0,219509.1596,0,219509.1596
229,2008-03-13,6/10/2010,Home,Dwelling,True,200000.0,20000,153772.9697,2010-11-21,11/21/2010,CLOSED,1,1,0,0,153772.9697,0,153772.9697
230,2008-03-05,5/27/2010,Home,Dwelling,True,300000.0,20000,92331.95151,2010-10-09,10/9/2010,CLOSED,1,1,0,0,92331.95151,0,92331.95151
231,2008-03-25,10/22/2009,Home,Dwelling,True,300000.0,20000,280000.0,2010-06-02,6/2/2010,CLOSED,1,1,0,0,280000.0,0,280000.0
232,2008-03-19,5/14/2010,Home,Dwelling,True,300000.0,20000,140262.5344,2010-10-19,10/19/2010,CLOSED,1,1,0,0,140262.5344,0,140262.5344
233,2008-03-01,4/24/2010,Home,Dwelling,False,200000.0,20000,0.0,2010-09-23,9/23/2010,CLOSED,1,0,1,0,0.0,0,0.0
234,2008-03-22,3/24/2010,Home,Dwelling,True,200000.0,20000,52040.36202,2010-08-02,8/2/2010,CLOSED,1,1,0,0,52040.36202,0,52040.36202
235,2008-03-17,7/7/2010,Home,Dwelling,True,300000.0,20000,280000.0,2011-01-25,1/25/2011,CLOSED,1,1,0,0,280000.0,0,280000.0
236,2008-03-04,4/28/2010,Home,Dwelling,True,200000.0,20000,180000.0,2010-11-19,11/19/2010,CLOSED,1,1,0,0,180000.0,0,180000.0
237,2008-03-10,8/13/2010,Home,Dwelling,True,300000.0,20000,140428.1293,2011-01-24,1/24/2011,CLOSED,1,1,0,0,140428.1293,0,140428.1293
238,2008-03-18,6/9/2010,Home,Dwelling,False,200000.0,20000,0.0,2010-10-28,10/28/2010,CLOSED,1,0,1,0,0.0,0,0.0
239,2008-03-18,12/8/2009,Home,Dwelling,True,300000.0,20000,241158.2742,2010-06-13,6/13/2010,CLOSED,1,1,0,0,241158.2742,0,241158.2742
240,2008-03-01,6/13/2010,Home,Dwelling,True,300000.0,20000,153782.9794,2010-11-23,11/23/2010,CLOSED,1,1,0,0,153782.9794,0,153782.9794
241,2008-03-24,8/3/2010,Home,Dwelling,True,300000.0,20000,50684.29318,2010-11-30,11/30/2010,CLOSED,1,1,0,0,50684.29318,0,50684.29318
242,2008-03-06,8/26/2010,Home,Dwelling,True,300000.0,20000,108310.8016,2011-01-21,1/21/2011,CLOSED,1,1,0,0,108310.8016,0,108310.8016
243,2008-03-16,9/15/2009,Home,Dwelling,True,300000.0,20000,57706.51531,2009-12-25,12/25/2009,CLOSED,1,1,0,0,57706.51531,0,57706.51531
244,2008-03-01,11/27/2009,Home,Dwelling,True,300000.0,20000,280000.0,2010-07-14,7/14/2010,CLOSED,1,1,0,0,280000.0,0,280000.0
245,2008-03-25,4/17/2010,Home,Dwelling,True,300000.0,20000,54854.72298,2010-08-07,8/7/2010,CLOSED,1,1,0,0,54854.72298,0,54854.72298
246,2008-03-28,5/11/2010,Home,Dwelling,False,200000.0,20000,0.0,2010-10-29,10/29/2010,CLOSED,1,0,1,0,0.0,0,0.0
247,2008-03-25,12/30/2009,Home,Dwelling,True,200000.0,20000,180000.0,2010-06-29,6/29/2010,CLOSED,1,1,0,0,180000.0,0,180000.0
248,2008-03-29,7/30/2010,Home,Dwelling,True,300000.0,20000,280000.0,2011-03-09,3/9/2011,CLOSED,1,1,0,0,280000.0,0,280000.0
249,2008-03-08,5/21/2010,Home,Dwelling,False,200000.0,20000,0.0,2010-10-26,10/26/2010,CLOSED,1,0,1,0,0.0,0,0.0
250,2008-03-29,9/2/2010,Home,Dwelling,False,300000.0,20000,0.0,2011-02-25,2/25/2011,CLOSED,1,0,1,0,0.0,0,0.0
251,2008-03-13,12/23/2009,Home,Dwelling,False,300000.0,20000,0.0,2010-06-01,6/1/2010,CLOSED,1,0,1,0,0.0,0,0.0
252,2008-03-02,9/1/2010,Home,Dwelling,True,300000.0,20000,137076.9291,2011-02-05,2/5/2011,CLOSED,1,1,0,0,137076.9291,0,137076.9291
253,2008-03-11,2/13/2010,Home,Dwelling,True,200000.0,20000,180000.0,2010-08-27,8/27/2010,CLOSED,1,1,0,0,180000.0,0,180000.0
254,2008-03-03,7/22/2010,Home,Dwelling,True,200000.0,20000,168940.6871,2011-01-06,1/6/2011,CLOSED,1,1,0,0,168940.6871,0,168940.6871
255,2008-03-13,1/22/2010,Home,Dwelling,True,200000.0,20000,180000.0,2010-08-02,8/2/2010,CLOSED,1,1,0,0,180000.0,0,180000.0
256,2008-03-19,4/9/2010,Home,Dwelling,False,300000.0,20000,0.0,2010-07-17,7/17/2010,CLOSED,1,0,1,0,0.0,0,0.0
257,2008-03-07,8/3/2010,Home,Dwelling,False,200000.0,20000,0.0,2011-02-03,2/3/2011,CLOSED,1,0,1,0,0.0,0,0.0
258,2008-03-11,8/14/2010,Home,Dwelling,True,200000.0,20000,180000.0,2011-02-12,2/12/2011,CLOSED,1,1,0,0,180000.0,0,180000.0
259,2008-03-04,2/22/2010,Home,Dwelling,False,300000.0,20000,0.0,2010-07-05,7/5/2010,CLOSED,1,0,1,0,0.0,0,0.0
260,2008-03-01,4/18/2010,Home,Dwelling,True,300000.0,20000,269872.1377,2010-10-28,10/28/2010,CLOSED,1,1,0,0,269872.1377,0,269872.1377
261,2008-03-24,4/18/2010,Home,Dwelling,True,300000.0,20000,133396.5296,2010-09-22,9/22/2010,CLOSED,1,1,0,0,133396.5296,0,133396.5296
262,2008-03-25,7/26/2010,Home,Dwelling,True,200000.0,20000,180000.0,2011-01-31,1/31/2011,CLOSED,1,1,0,0,180000.0,0,180000.0
263,2008-03-14,7/10/2010,Home,Dwelling,True,200000.0,20000,81714.49552000001,2010-11-16,11/16/2010,CLOSED,1,1,0,0,81714.49552000001,0,81714.49552000001
264,2008-03-17,5/4/2010,Home,Dwelling,True,300000.0,20000,191657.5935,2010-10-24,10/24/2010,CLOSED,1,1,0,0,191657.5935,0,191657.5935
265,2008-03-25,4/10/2010,Home,Dwelling,True,200000.0,20000,55581.4705,2010-07-29,7/29/2010,CLOSED,1,1,0,0,55581.4705,0,55581.4705
266,2008-03-16,4/8/2010,Home,Dwelling,False,300000.0,20000,0.0,2010-10-16,10/16/2010,CLOSED,1,0,1,0,0.0,0,0.0
267,2008-03-28,3/12/2010,Home,Dwelling,True,200000.0,20000,105408.6413,2010-08-04,8/4/2010,CLOSED,1,1,0,0,105408.6413,0,105408.6413
268,2008-03-26,3/18/2010,Home,Dwelling,False,300000.0,20000,0.0,2010-08-28,8/28/2010,CLOSED,1,0,1,0,0.0,0,0.0
269,2008-03-07,7/13/2010,Home,Dwelling,False,300000.0,20000,0.0,2010-12-16,12/16/2010,CLOSED,1,0,1,0,0.0,0,0.0
270,2008-03-27,5/8/2010,Home,Dwelling,True,300000.0,20000,130054.2536,2010-10-12,10/12/2010,CLOSED,1,1,0,0,130054.2536,0,130054.2536
271,2008-03-17,12/26/2009,Home,Dwelling,True,200000.0,20000,165652.2377,2010-06-09,6/9/2010,CLOSED,1,1,0,0,165652.2377,0,165652.2377
272,2008-03-05,5/7/2010,Home,Dwelling,True,300000.0,20000,226256.1213,2010-11-02,11/2/2010,CLOSED,1,1,0,0,226256.1213,0,226256.1213
273,2008-03-16,8/12/2009,Home,Dwelling,True,200000.0,20000,102826.3368,2009-12-27,12/27/2009,CLOSED,1,1,0,0,102826.3368,0,102826.3368
274,2008-03-08,1/2/2010,Home,Dwelling,True,300000.0,20000,13361.669170000001,2010-03-16,3/16/2010,CLOSED,1,1,0,0,13361.669170000001,0,13361.669170000001
275,2008-03-14,6/13/2010,Home,Dwelling,False,300000.0,20000,0.0,2010-12-21,12/21/2010,CLOSED,1,0,1,0,0.0,0,0.0
276,2008-03-11,5/31/2010,Home,Dwelling,True,200000.0,20000,150981.229,2010-11-08,11/8/2010,CLOSED,1,1,0,0,150981.229,0,150981.229
277,2008-03-17,3/2/2010,Home,Dwelling,True,300000.0,20000,66896.94003,2010-07-12,7/12/2010,CLOSED,1,1,0,0,66896.94003,0,66896.94003
278,2008-03-17,6/19/2010,Home,Dwelling,True,200000.0,20000,114716.4939,2010-11-07,11/7/2010,CLOSED,1,1,0,0,114716.4939,0,114716.4939
279,2008-03-11,1/27/2010,Home,Dwelling,True,200000.0,20000,84589.1822,2010-06-11,6/11/2010,CLOSED,1,1,0,0,84589.1822,0,84589.1822
280,2008-03-10,11/9/2009,Home,Dwelling,False,200000.0,20000,0.0,2010-04-27,4/27/2010,CLOSED,1,0,1,0,0.0,0,0.0
281,2008-03-16,3/28/2010,Home,Dwelling,False,300000.0,20000,0.0,2010-10-15,10/15/2010,CLOSED,1,0,1,0,0.0,0,0.0
282,2008-03-16,5/22/2010,Home,Dwelling,True,300000.0,20000,226062.5497,2010-11-17,11/17/2010,CLOSED,1,1,0,0,226062.5497,0,226062.5497
283,2008-03-09,7/23/2010,Home,Dwelling,True,200000.0,20000,180000.0,2011-03-01,3/1/2011,CLOSED,1,1,0,0,180000.0,0,180000.0
284,2008-03-11,4/9/2010,Home,Dwelling,True,300000.0,20000,280000.0,2010-11-02,11/2/2010,CLOSED,1,1,0,0,280000.0,0,280000.0
285,2008-03-27,12/21/2009,Home,Dwelling,True,300000.0,20000,89240.51747,2010-05-04,5/4/2010,CLOSED,1,1,0,0,89240.51747,0,89240.51747
286,2008-03-16,6/1/2010,Home,Dwelling,True,300000.0,20000,172355.0335,2010-11-21,11/21/2010,CLOSED,1,1,0,0,172355.0335,0,172355.0335
287,2008-03-30,4/26/2010,Home,Dwelling,False,200000.0,20000,0.0,2010-11-11,11/11/2010,CLOSED,1,0,1,0,0.0,0,0.0
288,2008-03-12,3/2/2010,Home,Dwelling,True,200000.0,20000,180000.0,2010-10-03,10/3/2010,CLOSED,1,1,0,0,180000.0,0,180000.0
289,2008-03-08,11/17/2009,Home,Dwelling,True,200000.0,20000,180000.0,2010-05-12,5/12/2010,CLOSED,1,1,0,0,180000.0,0,180000.0
290,2008-03-18,3/10/2010,Home,Dwelling,True,300000.0,20000,32425.320389999997,2010-06-05,6/5/2010,CLOSED,1,1,0,0,32425.320389999997,0,32425.320389999997
291,2008-03-12,4/17/2010,Home,Dwelling,True,300000.0,20000,162401.0079,2010-10-02,10/2/2010,CLOSED,1,1,0,0,162401.0079,0,162401.0079
292,2008-03-25,1/20/2010,Home,Dwelling,True,300000.0,20000,138022.5825,2010-06-29,6/29/2010,CLOSED,1,1,0,0,138022.5825,0,138022.5825
293,2008-03-29,5/18/2010,Home,Dwelling,False,300000.0,20000,0.0,2010-10-27,10/27/2010,CLOSED,1,0,1,0,0.0,0,0.0
294,2008-03-16,6/18/2010,Home,Dwelling,False,300000.0,20000,0.0,2010-12-28,12/28/2010,CLOSED,1,0,1,0,0.0,0,0.0
295,2008-03-26,4/24/2010,Home,Dwelling,True,200000.0,20000,38525.84169,2010-08-30,8/30/2010,CLOSED,1,1,0,0,38525.84169,0,38525.84169
296,2008-03-19,8/28/2010,Home,Dwelling,False,200000.0,20000,0.0,2011-02-16,2/16/2011,CLOSED,1,0,1,0,0.0,0,0.0
297,2008-03-09,8/5/2010,Home,Dwelling,True,300000.0,20000,66870.71389,2010-12-07,12/7/2010,CLOSED,1,1,0,0,66870.71389,0,66870.71389
298,2008-03-06,6/23/2010,Home,Dwelling,True,300000.0,20000,103287.3454,2010-11-14,11/14/2010,CLOSED,1,1,0,0,103287.3454,0,103287.3454
299,2008-03-04,4/10/2010,Home,Dwelling,False,300000.0,20000,0.0,2010-08-26,8/26/2010,CLOSED,1,0,1,0,0.0,0,0.0
300,2008-03-16,3/22/2010,Home,Dwelling,True,300000.0,20000,76074.4458,2010-06-23,6/23/2010,CLOSED,1,1,0,0,76074.4458,0,76074.4458
301,2008-03-01,8/2/2010,Home,Dwelling,True,300000.0,20000,258536.4812,2011-02-05,2/5/2011,CLOSED,1,1,0,0,258536.4812,0,258536.4812
302,2008-03-28,9/22/2010,Home,Dwelling,False,200000.0,20000,0.0,2011-05-04,5/4/2011,CLOSED,1,0,1,0,0.0,0,0.0
303,2008-03-25,4/27/2010,Home,Dwelling,True,300000.0,20000,280000.0,2010-11-23,11/23/2010,CLOSED,1,1,0,0,280000.0,0,280000.0
304,2008-03-22,4/6/2010,Home,Dwelling,True,300000.0,20000,53368.8666,2010-06-25,6/25/2010,CLOSED,1,1,0,0,53368.8666,0,53368.8666
305,2008-03-16,1/4/2010,Home,Dwelling,True,300000.0,20000,135190.7441,2010-06-15,6/15/2010,CLOSED,1,1,0,0,135190.7441,0,135190.7441
306,2008-03-13,2/28/2010,Home,Dwelling,False,200000.0,20000,0.0,2010-07-20,7/20/2010,CLOSED,1,0,1,0,0.0,0,0.0
307,2008-03-10,3/21/2010,Home,Dwelling,True,300000.0,20000,127880.8698,2010-08-28,8/28/2010,CLOSED,1,1,0,0,127880.8698,0,127880.8698
308,2008-03-04,2/8/2010,Home,Dwelling,False,200000.0,20000,0.0,2010-07-03,7/3/2010,CLOSED,1,0,1,0,0.0,0,0.0
309,2008-03-20,4/27/2009,Home,Dwelling,True,200000.0,20000,180000.0,2009-11-25,11/25/2009,CLOSED,1,1,0,0,180000.0,0,180000.0
310,2008-03-21,7/8/2010,Home,Dwelling,False,300000.0,20000,0.0,2010-12-22,12/22/2010,CLOSED,1,0,1,0,0.0,0,0.0
311,2008-03-18,12/25/2009,Home,Dwelling,True,200000.0,20000,180000.0,2010-06-23,6/23/2010,CLOSED,1,1,0,0,180000.0,0,180000.0
312,2008-03-04,4/5/2010,Home,Dwelling,False,300000.0,20000,0.0,2010-10-19,10/19/2010,CLOSED,1,0,1,0,0.0,0,0.0
313,2008-04-21,9/22/2010,Home,Dwelling,False,200000.0,20000,0.0,2011-02-17,2/17/2011,CLOSED,1,0,1,0,0.0,0,0.0
314,2008-04-05,7/15/2010,Home,Dwelling,True,300000.0,20000,127870.3816,2010-12-14,12/14/2010,CLOSED,1,1,0,0,127870.3816,0,127870.3816
315,2008-04-23,7/22/2010,Home,Dwelling,True,300000.0,20000,280000.0,2011-02-12,2/12/2011,CLOSED,1,1,0,0,280000.0,0,280000.0
316,2008-04-25,7/9/2010,Home,Dwelling,True,200000.0,20000,180000.0,2011-01-19,1/19/2011,CLOSED,1,1,0,0,180000.0,0,180000.0
317,2008-04-16,9/12/2010,Home,Dwelling,True,300000.0,20000,280000.0,2011-03-23,3/23/2011,CLOSED,1,1,0,0,280000.0,0,280000.0
318,2008-04-28,6/23/2010,Home,Dwelling,True,200000.0,20000,180000.0,2010-12-24,12/24/2010,CLOSED,1,1,0,0,180000.0,0,180000.0
319,2008-04-13,12/5/2009,Home,Dwelling,True,300000.0,20000,124019.1161,2010-05-02,5/2/2010,CLOSED,1,1,0,0,124019.1161,0,124019.1161
320,2008-04-07,10/15/2009,Home,Dwelling,True,300000.0,20000,169391.3991,2010-04-07,4/7/2010,CLOSED,1,1,0,0,169391.3991,0,169391.3991
321,2008-04-19,3/27/2010,Home,Dwelling,True,300000.0,20000,280000.0,2010-10-21,10/21/2010,CLOSED,1,1,0,0,280000.0,0,280000.0
322,2008-04-11,10/4/2009,Home,Dwelling,True,200000.0,20000,160394.9979,2010-03-19,3/19/2010,CLOSED,1,1,0,0,160394.9979,0,160394.9979
323,2008-04-03,4/5/2010,Home,Dwelling,True,300000.0,20000,280000.0,2010-10-30,10/30/2010,CLOSED,1,1,0,0,280000.0,0,280000.0
324,2008-04-02,4/27/2010,Home,Dwelling,True,200000.0,20000,68564.67927000001,2010-09-02,9/2/2010,CLOSED,1,1,0,0,68564.67927000001,0,68564.67927000001
325,2008-04-21,6/24/2010,Home,Dwelling,True,200000.0,20000,180000.0,2011-01-03,1/3/2011,CLOSED,1,1,0,0,180000.0,0,180000.0
326,2008-04-12,7/30/2010,Home,Dwelling,True,300000.0,20000,94861.20528,2010-12-12,12/12/2010,CLOSED,1,1,0,0,94861.20528,0,94861.20528
327,2008-04-04,6/8/2010,Home,Dwelling,False,200000.0,20000,0.0,2010-10-05,10/5/2010,CLOSED,1,0,1,0,0.0,0,0.0
328,2008-04-11,3/14/2010,Home,Dwelling,False,300000.0,20000,0.0,2010-08-10,8/10/2010,CLOSED,1,0,1,0,0.0,0,0.0
329,2008-04-26,8/20/2010,Home,Dwelling,True,200000.0,20000,180000.0,2011-02-17,2/17/2011,CLOSED,1,1,0,0,180000.0,0,180000.0
330,2008-04-09,5/27/2010,Home,Dwelling,False,300000.0,20000,0.0,2010-10-19,10/19/2010,CLOSED,1,0,1,0,0.0,0,0.0
331,2008-04-24,5/10/2010,Home,Dwelling,True,200000.0,20000,180000.0,2010-12-21,12/21/2010,CLOSED,1,1,0,0,180000.0,0,180000.0
332,2008-04-24,1/7/2010,Home,Dwelling,True,200000.0,20000,151103.5651,2010-06-19,6/19/2010,CLOSED,1,1,0,0,151103.5651,0,151103.5651
333,2008-04-12,2/23/2010,Home,Dwelling,True,300000.0,20000,153920.7304,2010-08-04,8/4/2010,CLOSED,1,1,0,0,153920.7304,0,153920.7304
334,2008-04-08,7/17/2010,Home,Dwelling,True,200000.0,20000,133980.0727,2010-12-25,12/25/2010,CLOSED,1,1,0,0,133980.0727,0,133980.0727
335,2008-04-16,6/8/2010,Home,Dwelling,True,200000.0,20000,131575.9043,2010-11-05,11/5/2010,CLOSED,1,1,0,0,131575.9043,0,131575.9043
336,2008-04-09,10/17/2010,Home,Dwelling,True,200000.0,20000,166084.5531,2011-04-04,4/4/2011,CLOSED,1,1,0,0,166084.5531,0,166084.5531
337,2008-04-20,4/3/2010,Home,Dwelling,True,200000.0,20000,180000.0,2010-10-02,10/2/2010,CLOSED,1,1,0,0,180000.0,0,180000.0
338,2008-04-11,7/21/2010,Home,Dwelling,True,300000.0,20000,57510.79064,2010-10-23,10/23/2010,CLOSED,1,1,0,0,57510.79064,0,57510.79064
339,2008-04-15,9/16/2010,Home,Dwelling,True,300000.0,20000,219534.667,2011-03-21,3/21/2011,CLOSED,1,1,0,0,219534.667,0,219534.667
340,2008-04-28,8/10/2010,Home,Dwelling,False,300000.0,20000,0.0,2010-12-26,12/26/2010,CLOSED,1,0,1,0,0.0,0,0.0
341,2008-04-19,4/10/2010,Home,Dwelling,False,200000.0,20000,0.0,2010-08-02,8/2/2010,CLOSED,1,0,1,0,0.0,0,0.0
342,2008-04-29,3/17/2010,Home,Dwelling,True,300000.0,20000,80686.94767000001,2010-07-15,7/15/2010,CLOSED,1,1,0,0,80686.94767000001,0,80686.94767000001
